2009-01-14T09:10:00.000+01:00,Owensboro,Cinema,Ellen
2009-01-14T22:44:00.000+01:00,Lakewood Village,Sports,Amy
2009-01-15T11:56:00.000+01:00,Calgary,Cinema,Heidi
2009-01-15T11:58:00.000+01:00,Kanata,Sports,Jessica
2009-01-14T11:35:00.000+01:00,Kailua Kona,Cinema,Kenny
2009-01-14T15:40:00.000+01:00,Redondo Beach,Sports,ayse
2009-01-16T07:21:00.000+01:00,Mahopac,Cinema,Gerald
2009-01-15T12:54:00.000+01:00,Ile-Perrot,Sports,Annelies
2009-01-16T17:41:00.000+01:00,Rayford,Cinema,Orsi
2009-01-05T05:33:00.000+01:00,Escondido,Sports,Ben
2009-01-15T10:24:00.000+01:00,York,Cinema,Grace
2009-01-11T08:59:00.000+01:00,Ashburn,Sports,Chelsey
2009-01-06T14:03:00.000+01:00,New York,Cinema,Fie
2009-01-09T15:32:00.000+01:00,Basingstoke,Sports,Nicole
2009-01-04T07:43:00.000+01:00,Houston,Cinema,Jamie
2009-01-17T16:22:00.000+01:00,West Orange,Sports,Chad
2009-01-18T05:15:00.000+01:00,Urlingford,Cinema,Roger
2009-01-01T01:51:00.000+01:00,Holte,Sports,Si
2009-01-04T17:02:00.000+01:00,Lafayette,Cinema,Clare
2009-01-17T01:23:00.000+01:00,Mushrif,Sports,Campbell
2009-01-18T04:38:00.000+01:00,Bishop Auckland,Cinema,Doug
2009-01-18T13:26:00.000+01:00,Navan,Sports,Julianne
2009-01-13T19:54:00.000+01:00,Hampton,Cinema,Alison
2009-01-05T21:06:00.000+01:00,Louisville,Sports,Tracy
2009-01-18T16:32:00.000+01:00,Los Angeles,Cinema,Therese
2009-01-18T17:04:00.000+01:00,New York,Sports,Abdul-L
2009-01-11T11:20:00.000+01:00,Spring Lake Park,Cinema,Klara
2009-01-13T20:59:00.000+01:00,Winnipeg,Sports,Andrew
2009-01-06T12:27:00.000+01:00,Amsterdam,Cinema,Antonella
2009-01-09T18:52:00.000+01:00,Alpharetta,Sports,David
2009-01-03T09:54:00.000+01:00,Zekeriyakoy,Cinema,Sylvia
2009-01-05T19:37:00.000+01:00,Washington,Sports,Bernadette
2009-01-14T18:21:00.000+01:00,Athens,Cinema,luciana
2009-01-11T19:01:00.000+01:00,Hoschton,Sports,Maja
2009-01-15T08:10:00.000+01:00,Royal Oak,Cinema,Scott
2009-01-02T17:45:00.000+01:00,Belmont,Sports,Jammie
2009-01-10T17:41:00.000+01:00,Vienna,Cinema,Jiri
2009-01-18T13:49:00.000+01:00,San Ramon,Sports,Bev
2009-01-19T11:12:00.000+01:00,Aberdeen,Cinema,Melissa
2009-01-04T01:38:00.000+01:00,Charlestown,Sports,jeremy
2009-01-20T05:24:00.000+01:00,Shreveport,Cinema,Amanda
2009-01-20T06:03:00.000+01:00,Shreveport,Sports,Andrea
2009-01-19T16:32:00.000+01:00,Mid City West,Cinema,alison
2009-01-18T10:42:00.000+01:00,Atlanta,Sports,malin
2009-01-01T02:09:00.000+01:00,Dresden,Cinema,Saraya
2009-01-20T12:34:00.000+01:00,NYC,Sports,Anastasia
2009-01-05T16:55:00.000+01:00,Montreal-Nord,Cinema,Jeffrey
2009-01-12T19:47:00.000+01:00,Irving,Sports,Blanca Gabriela
2009-01-09T14:51:00.000+01:00,Sydney,Cinema,Bob
2009-01-16T02:41:00.000+01:00,Kearns,Sports,Kristyn
2009-01-06T12:45:00.000+01:00,Penngrove,Cinema,Kaylee
2009-01-10T08:13:00.000+01:00,Lemont,Sports,suzanne
2009-01-21T11:36:00.000+01:00,Oslo,Cinema,nicole
2009-01-21T14:06:00.000+01:00,Wantagh,Sports,Sean
2009-01-18T06:27:00.000+01:00,Corbin City,Cinema,Janine
2009-01-20T11:58:00.000+01:00,Lakeside,Sports,Debora
2009-01-21T14:55:00.000+01:00,New York,Cinema,john
2009-01-21T14:25:00.000+01:00,Castricum,Cinema,Tricia
2009-01-18T16:50:00.000+01:00,North Brunswick,Sports,Celina
2009-01-12T09:23:00.000+01:00,Winter Haven,Cinema,Jacob
2009-01-01T12:20:00.000+01:00,San Pawl tat-Targa,Cinema,seemab
2009-01-04T22:00:00.000+01:00,Wiesbaden,Sports,Lucien
2009-01-16T01:07:00.000+01:00,Cork,Cinema,Lesley
2009-01-06T08:34:00.000+01:00,Dallas,Cinema,Orit
2009-01-08T04:16:00.000+01:00,Malahide,Sports,Alan
2009-01-23T03:30:00.000+01:00,Naarden,Cinema,Larry
2009-01-21T14:15:00.000+01:00,Ely,Cinema,Eric
2009-01-21T06:39:00.000+01:00,Norfolk,Sports,Miriane
2009-01-22T23:35:00.000+01:00,Buffalo Grove,Cinema,Shannon
2009-01-01T06:29:00.000+01:00,Vicenza,Cinema,Elaine
2009-01-21T07:59:00.000+01:00,Mechanics Grove,Sports,Helen
2009-01-24T09:01:00.000+01:00,Kirriemuir,Cinema,Barbara
2009-01-23T11:37:00.000+01:00,Staten Island,Cinema,Kellie
2009-01-19T15:02:00.000+01:00,San Antonio,Sports,Terry
2009-01-07T19:03:00.000+01:00,Englewood,Cinema,Cindy
2009-01-09T14:27:00.000+01:00,Castleknock,Cinema,Leah
2009-01-09T14:32:00.000+01:00,Castleknock,Sports,Laine
2009-01-06T09:52:00.000+01:00,Lafayette,Cinema,Anna
2009-01-11T11:36:00.000+01:00,London,Cinema,Hollyn
2009-01-13T14:53:00.000+01:00,N Java,Sports,leiser
2009-01-06T16:37:00.000+01:00,Austin,Cinema,Ann
2009-01-24T08:21:00.000+01:00,Neustift am Walde,Cinema,corina
2009-01-24T08:25:00.000+01:00,Neustift am Walde,Sports,manon
2009-01-08T08:58:00.000+01:00,Huntington,Cinema,Doug
2009-01-09T10:22:00.000+01:00,White House,Cinema,HELIDA
2009-01-05T12:28:00.000+01:00,Rungsted,Sports,Cameron
2009-01-11T13:16:00.000+01:00,Plantation,Cinema,shelby
2009-01-21T11:28:00.000+01:00,Arlington,Cinema,Heloise
2009-01-01T14:19:00.000+01:00,Three Hills,Sports,Gabriel
2009-01-11T12:12:00.000+01:00,Clontarf,Cinema,Helga
2009-01-07T17:51:00.000+01:00,Dickerson,Cinema,Marie
2009-01-18T20:16:00.000+01:00,Princeton,Sports,Lisa
2009-01-05T00:46:00.000+01:00,Gurgaon,Cinema,Lisa
2009-01-21T16:57:00.000+01:00,Houston,Cinema,KeithMichelle
2009-01-05T05:33:00.000+01:00,London,Sports,Kim
2009-01-20T07:08:00.000+01:00,Downingtown,Cinema,Miye
2009-01-13T08:11:00.000+01:00,Katy,Cinema,Daniele
2009-01-10T09:18:00.000+01:00,Gorey,Sports,luisa
2009-01-01T19:25:00.000+01:00,Toronto,Cinema,Damali
2009-01-08T18:41:00.000+01:00,Tenafly,Cinema,Veronique
2009-01-04T18:34:00.000+01:00,Leesburg,Sports,Erica
2009-01-07T10:03:00.000+01:00,Sydney,Cinema,Emma
2009-01-02T15:18:00.000+01:00,Saffron Walden,Cinema,Brenda
2009-01-18T13:59:00.000+01:00,Sutton,Sports,Nita
2009-01-28T07:31:00.000+01:00,Dryden,Cinema,cari
2009-01-28T07:49:00.000+01:00,Fayetteville,Cinema,Ina
2009-01-28T03:07:00.000+01:00,Anse Comeau,Sports,Lisa
2009-01-23T09:49:00.000+01:00,King City,Cinema,Ginger
2009-01-15T10:51:00.000+01:00,Sola,Cinema,Pia
2009-01-02T05:14:00.000+01:00,Stockton-on-Tees,Sports,Dr. Donald
2009-01-02T12:16:00.000+01:00,Waldorf,Cinema,Monique
2009-01-16T07:20:00.000+01:00,Saint-Cergues,Cinema,Jag
2009-01-06T09:55:00.000+01:00,Vancouver,Sports,Charlene
2009-01-13T15:19:00.000+01:00,Paris,Cinema,Maggie
2009-01-05T13:46:00.000+01:00,Atchison,Cinema,Courtney
2009-01-05T10:49:00.000+01:00,Mililani,Sports,Courtney
2009-01-16T10:58:00.000+01:00,Soro,Cinema,GAIA
2009-01-28T13:07:00.000+01:00,Accokeek,Cinema,BALA
2009-01-29T05:43:00.000+01:00,Sunnyvale,Sports,Mrs
2009-01-09T15:24:00.000+01:00,Farmingtn Hls,Cinema,alex
2009-01-13T11:31:00.000+01:00,Gosport,Cinema,Anett
2009-01-29T10:09:00.000+01:00,Scottsdale,Sports,Jacqui
2009-01-22T22:16:00.000+01:00,Clyde Hill,Cinema,leanne
2009-01-02T09:31:00.000+01:00,Chicago,Cinema,camilla
2009-01-05T11:21:00.000+01:00,Petworth,Sports,pirunkit
2009-01-19T10:32:00.000+01:00,Queen Creek,Cinema,Maie
2009-01-26T11:38:00.000+01:00,Austin,Cinema,Gabriella
2009-01-08T13:19:00.000+01:00,Glenn Dale,Sports,valerie et nicolas
2009-01-01T08:09:00.000+01:00,South Melbourne,Cinema,Nicole
2009-01-31T09:12:00.000+01:00,Reading,Cinema,Nanci
2009-01-31T08:56:00.000+01:00,Coconut Grove,Sports,Laura
2009-01-01T12:25:00.000+01:00,Zug,Cinema,Anne-line
2009-01-04T13:20:00.000+01:00,Superior,Cinema,Nuria
2009-01-22T12:32:00.000+01:00,London,Sports,Tejal
2009-01-24T07:14:00.000+01:00,Roanoke,Cinema,nihan
2009-01-24T17:06:00.000+01:00,Saint Catharines,Cinema,Tracey
2009-01-03T09:58:00.000+01:00,Gainesville,Sports,Anja
2009-01-07T13:49:00.000+01:00,West Hills,Cinema,megan
2009-01-23T21:41:00.000+01:00,Oak Park,Cinema,Joanne
2009-01-06T16:07:00.000+01:00,Terrell Hills,Sports,Margaret
2009-01-09T03:38:00.000+01:00,Lurgan,Cinema,Ravinder
2009-01-30T19:12:00.000+01:00,Ooltewah,Cinema,Heather
2009-01-05T12:41:00.000+01:00,Pacific Beach,Sports,Kathryn
2009-01-25T19:59:00.000+01:00,Seattle,Cinema,Kim
2009-01-23T14:43:00.000+01:00,Torbay,Cinema,Madison
2009-01-05T13:07:00.000+01:00,Shenfield,Sports,Amanda
2009-01-23T04:47:00.000+01:00,Sandymount,Cinema,Sarah
2009-01-14T10:32:00.000+01:00,Campinas,Cinema,Diana
2009-01-12T08:13:00.000+01:00,Nacka,Sports,mary
2009-01-15T09:52:00.000+01:00,Holmdel,Cinema,Mark
2009-01-16T11:49:00.000+01:00,Andover,Cinema,Yoko
2009-01-01T09:35:00.000+01:00,La Crescenta,Sports,Barbara
2009-01-05T10:25:00.000+01:00,Arlington,Cinema,linda
2009-01-17T03:22:00.000+01:00,Fresno,Cinema,Rachel
2009-01-18T11:17:00.000+01:00,Atascadero,Sports,Rachel
2009-01-26T23:28:00.000+01:00,Tsaritsyno,Cinema,ron
2009-01-19T14:53:00.000+01:00,Fairfield,Cinema,Laura
2009-01-22T07:14:00.000+01:00,North Bay,Sports,Yana
2009-01-12T08:05:00.000+01:00,Danville,Cinema,Francoise
2009-01-05T10:08:00.000+01:00,Clonmel,Cinema,Ec
2009-01-05T19:29:00.000+01:00,Arlington,Sports,Carmen
2009-01-03T21:11:00.000+01:00,Centennial,Cinema,asuncion
2009-01-24T10:23:00.000+01:00,York,Cinema,DD
2009-01-07T14:55:00.000+01:00,Drogheda,Sports,Jennifer
2009-01-31T21:50:00.000+01:00,Issaquah,Cinema,Sven
2009-01-27T16:50:00.000+01:00,Altadena,Cinema,jason
2009-01-30T07:42:00.000+01:00,Altadena,Sports,Tabatha
2009-01-30T20:27:00.000+01:00,Pasadena,Cinema,Natasha
2009-01-02T02:50:00.000+01:00,Newcastle,Cinema,Kim
2009-01-21T05:39:00.000+01:00,Norwalk,Sports,Britlyn
2009-01-22T12:09:00.000+01:00,Monaco,Cinema,Liann
2009-01-11T04:55:00.000+01:00,Marietta,Cinema,Caroline
2009-01-23T07:47:00.000+01:00,Marietta,Sports,Karena
2009-01-11T04:39:00.000+01:00,Knoxville,Cinema,Sandra  Thierry  Zoe
2009-01-17T15:00:00.000+01:00,Humble,Cinema,Cara
2009-01-04T14:06:00.000+01:00,Mashpee,Sports,carolien
2009-01-26T14:37:00.000+01:00,St Augustine,Cinema,Heidi
2009-01-05T08:28:00.000+01:00,Ruti,Cinema,isabel
2009-01-25T16:11:00.000+01:00,Rogers,Sports,scott
2009-01-27T02:32:00.000+01:00,Perth,Cinema,Glenn
2009-01-25T01:53:00.000+01:00,Pietermaritzburg,Cinema,Michael
2009-01-18T11:42:00.000+01:00,Sutton Valence,Sports,Jodi
2009-01-25T08:50:00.000+01:00,Zurich,Cinema,Shane
2009-01-08T10:13:00.000+01:00,Fort Saint James,Cinema,Benoit
2009-01-05T07:47:00.000+01:00,Versoix,Sports,Claire
2009-01-10T19:28:00.000+01:00,San Jose,Cinema,Nicola
2009-01-04T16:59:00.000+01:00,Parramatta,Cinema,Amy
2009-01-30T11:56:00.000+01:00,Dumbleton,Sports,Whitney
2009-01-14T03:47:00.000+01:00,Ballincollig,Cinema,Michelle
2009-01-07T13:01:00.000+01:00,Trelex,Cinema,Niki
2009-01-27T02:35:00.000+01:00,Ornex,Sports,Sarah
2009-01-29T06:49:00.000+01:00,Hannover,Cinema,Carmela
2009-01-13T13:49:00.000+01:00,Castlebar,Cinema,Joanne
2009-01-12T07:23:00.000+01:00,Fairfax,Sports,Stephanie
2009-01-27T06:26:00.000+01:00,Buffalo,Cinema,Michele
2009-01-02T22:44:00.000+01:00,Gisborne,Cinema,eva
2009-01-01T18:32:00.000+01:00,San Mateo,Sports,Andrea
2009-01-29T02:48:00.000+01:00,Nakskov,Cinema,George
2009-01-24T03:36:00.000+01:00,Kjobenhavn,Cinema,chris
2009-01-05T15:23:00.000+01:00,Stockton,Sports,maggie
2009-01-20T15:28:00.000+01:00,Centennial,Cinema,Madhu
2009-01-06T18:53:00.000+01:00,Vista,Cinema,Tania
2009-01-21T06:55:00.000+01:00,Oostburg,Sports,andrea
2009-01-09T14:37:00.000+01:00,South Jordan,Cinema,Nona
2009-01-24T07:18:00.000+01:00,Kirriemuir,Cinema,Kathryn
2009-01-11T07:09:00.000+01:00,Tramore,Sports,Oswald
2009-01-26T20:47:00.000+01:00,Lincoln,Cinema,Alicia
2009-01-18T12:57:00.000+01:00,Burr Oak,Cinema,sandra
2009-01-24T21:26:00.000+01:00,Wheaton,Sports,Olivia
2009-01-14T12:33:00.000+01:00,Oxford,Cinema,SUSAN
2009-01-06T06:07:00.000+01:00,Rungsted,Cinema,Scott
2009-01-15T05:11:00.000+01:00,London,Sports,Pam
2009-01-18T09:42:00.000+01:00,Jamestown,Cinema,Richard
2009-01-07T07:28:00.000+01:00,Anchorage,Cinema,Cherish
2009-01-18T06:46:00.000+01:00,Mornington,Sports,Shona
2009-01-02T10:58:00.000+01:00,Toronto,Cinema,Kendra
2009-01-19T09:34:00.000+01:00,Las Vegas,Cinema,amanda
2009-01-09T07:49:00.000+01:00,Rochester Hills,Sports,Stacy
2009-01-27T11:02:00.000+01:00,Madrid,Cinema,DOREEN
2009-01-20T12:32:00.000+01:00,Chicago,Cinema,Bea
2009-01-06T14:35:00.000+01:00,Las Vegas,Sports,Hilde Karin
2009-01-25T05:57:00.000+01:00,Ayacucho,Cinema,pamela
2009-01-22T07:35:00.000+01:00,Ferney-Voltaire,Cinema,Anja
2009-01-02T11:06:00.000+01:00,Sevilla,Sports,Andrew
2009-01-05T09:09:00.000+01:00,Bloomfield,Cinema,Sophie
2009-01-21T04:46:00.000+01:00,Klampenborg,Cinema,Tomasz
2009-01-07T13:28:00.000+01:00,Calne,Sports,Elizabeth
2009-01-24T13:54:00.000+01:00,Kloten,Cinema,Meredith
2009-01-29T15:03:00.000+01:00,Auckland,Cinema,Mary
2009-01-02T14:14:00.000+01:00,Reading,Sports,Aaron
2009-01-08T12:46:00.000+01:00,Orillia,Cinema,Trine Marie
2009-01-08T06:29:00.000+01:00,Ingelheim-Mitte,Cinema,Rich
2009-01-04T12:53:00.000+01:00,Leamington Spa,Sports,Kayla
2009-01-27T13:08:00.000+01:00,Geneve,Cinema,Melissa
2009-01-16T08:28:00.000+01:00,Rancho Cordova,Cinema,Ashley
2009-01-11T09:55:00.000+01:00,Creemore,Sports,familly
2009-01-03T18:43:00.000+01:00,Cornwall,Cinema,Vanessa
2009-01-08T10:44:00.000+01:00,Mount Forest,Cinema,Catherine
2009-01-29T08:13:00.000+01:00,Ridgefield,Sports,Sarah
2009-01-07T13:38:00.000+01:00,Stuttgart,Cinema,Mary
2009-01-17T20:33:00.000+01:00,Alpharetta,Cinema,BURCAK
2009-01-05T09:15:00.000+01:00,Sainte-Therese-de-Blainville,Cinema,isabelle
2009-01-15T18:12:00.000+01:00,Hono,Cinema,Mandy
2009-01-23T13:55:00.000+01:00,New Rochelle,Sports,Elena
2009-01-29T15:20:00.000+01:00,Washington Township,Cinema,Nita and Trebor
2009-01-13T01:55:00.000+01:00,Mettlach,Cinema,Damian
2009-01-12T23:21:00.000+01:00,Oberwil,Cinema,Lusell
2009-01-28T11:36:00.000+01:00,Grossbodungen,Cinema,Evelyn
2009-01-19T06:50:00.000+01:00,Bruxelles,Sports,Nicola
2009-01-08T09:43:00.000+01:00,Aix-en-Provence,Cinema,Kasey
2009-01-02T13:35:00.000+01:00,Antibes,Cinema,Alyssa
2009-01-09T15:03:00.000+01:00,Seattle,Cinema,Reto
2009-01-19T16:16:00.000+01:00,Lebanon,Cinema,Alexandria
2009-01-20T13:54:00.000+01:00,Birkdale,Sports,Elisabeth
2009-01-21T04:11:00.000+01:00,Suchdol,Cinema,Courtney
2009-01-20T14:48:00.000+01:00,Norrkoping,Cinema,Michael
2009-01-21T11:56:00.000+01:00,Zumikon,Cinema,Katrin
2009-01-29T08:27:00.000+01:00,Prague,Cinema,Kerry
2009-01-24T12:43:00.000+01:00,Warwick,Sports,Saeko
2009-01-30T06:17:00.000+01:00,Blarney,Cinema,janet
2009-01-21T20:02:00.000+01:00,George Town,Cinema,Daria
2009-01-04T16:23:00.000+01:00,Scottsdale,Cinema,Judith L.
2009-01-17T06:39:00.000+01:00,Birmingham,Cinema,Tatjana and Martin
2009-01-04T03:41:00.000+01:00,Den Haag,Sports,Scott
2009-01-11T06:51:00.000+01:00,Irpin',Cinema,Aziz
2009-01-31T13:26:00.000+01:00,Waterford,Cinema,Joern
2009-01-21T02:20:00.000+01:00,Carouge,Cinema,Melissa
2009-01-31T01:59:00.000+01:00,Milan,Cinema,Nacole
2009-01-25T16:08:00.000+01:00,Vancouver,Sports,Jennifer
2009-01-09T08:57:00.000+01:00,Wall,Cinema,Debora
2009-01-16T19:47:00.000+01:00,Los Gatos,Cinema,Kristen
2009-01-25T08:16:00.000+01:00,Oslo,Cinema,Astrid
2009-01-24T01:22:00.000+01:00,Rome,Cinema,Jupiterlina Elika
2009-01-27T15:09:00.000+01:00,Random Lake,Sports,Aniko
2009-01-06T14:08:00.000+01:00,Brussels,Cinema,Kim
2009-01-30T23:49:00.000+01:00,Hilversum,Cinema,Stephanie
2009-01-12T12:00:00.000+01:00,Milford,Cinema,Tammy
2009-01-25T13:50:00.000+01:00,Lausanne,Cinema,Scott
2009-01-12T13:41:00.000+01:00,Claygate,Sports,dia
2009-01-31T07:13:00.000+01:00,London,Cinema,Sean
2009-01-25T19:44:00.000+01:00,Vespasiano,Cinema,Lesa
2009-01-30T09:00:00.000+01:00,Nashville,Cinema,james
2009-01-23T14:57:00.000+01:00,Bridgewater,Cinema,Surat
2009-01-12T10:08:00.000+01:00,Washington,Sports,Judy
2009-01-25T04:34:00.000+01:00,Groningen,Cinema,Hilde
2009-01-15T15:56:00.000+01:00,Cartersburg,Cinema,Charmain
2009-01-02T20:47:00.000+01:00,Flower Mound,Cinema,Katharina
2009-01-08T11:14:00.000+01:00,Langnau,Cinema,Liz
2009-01-06T20:39:00.000+01:00,Mission,Sports,Christiane
2009-01-19T14:26:00.000+01:00,Harold's Cross,Cinema,Tracey
2009-01-21T07:31:00.000+01:00,Wilmington,Cinema,Beatrice
2009-01-20T17:23:00.000+01:00,Toronto,Cinema,Jessica
2009-01-28T10:37:00.000+01:00,Athina,Cinema,Chevonne
2009-01-30T14:36:00.000+01:00,Geneve,Sports,danielle
2009-01-04T14:27:00.000+01:00,Cardiff,Cinema,Carole
2009-01-10T16:02:00.000+01:00,San Diego,Cinema,Hollie
2009-01-06T06:31:00.000+01:00,La Louviere,Cinema,mike
2009-01-05T15:15:00.000+01:00,Ashford,Cinema,Amy
2009-01-02T10:32:00.000+01:00,Edmonton,Sports,Brandi
2009-01-06T02:41:00.000+01:00,Perth,Cinema,Polyxene
2009-01-29T12:16:00.000+01:00,Chiefland,Cinema,Jessica
2009-01-19T10:47:00.000+01:00,Stavenger,Cinema,David
2009-01-11T00:15:00.000+01:00,Den Haag,Cinema,Chris
2009-01-16T05:12:00.000+01:00,Berikon,Sports,Karen
2009-01-30T10:31:00.000+01:00,Castle Rock,Cinema,lorna
2009-01-01T16:44:00.000+01:00,Rockville,Cinema,Julie
2009-01-23T09:27:00.000+01:00,Madrid,Cinema,Jerome
2009-01-13T09:26:00.000+01:00,Anieres,Cinema,Kerry
2009-01-25T11:35:00.000+01:00,Fresno,Sports,Anita
2009-01-15T11:45:00.000+01:00,Watford,Cinema,Simone
2009-01-23T07:13:00.000+01:00,Hamilton,Cinema,Elizabeth
2009-01-22T15:59:00.000+01:00,Ottawa,Cinema,Lisa
2009-01-25T18:33:00.000+01:00,Manteno,Cinema,Sarah
2009-01-16T06:13:00.000+01:00,Benoni,Sports,Niamh
2009-01-05T03:03:00.000+01:00,Cork,Cinema,Elizabeth
2009-01-24T10:38:00.000+01:00,Arlington,Cinema,Kenneth
2009-01-02T07:30:00.000+01:00,Lake Ronkonkoma,Cinema,Fiona
2009-01-17T07:58:00.000+01:00,Lipari,Cinema,natalie
2009-01-18T04:32:00.000+01:00,Lipari,Sports,jure
2009-01-21T10:32:00.000+01:00,Chelmsford,Cinema,Julie
2009-01-31T18:12:00.000+01:00,Cincinnati,Cinema,matthew
2009-01-22T15:35:00.000+01:00,Houston,Cinema,Steven
2009-01-07T20:55:00.000+01:00,Cincinnati,Cinema,Esther
2009-01-13T09:40:00.000+01:00,North Eastham,Sports,Elizabeth
2009-01-31T04:50:00.000+01:00,Taby,Cinema,Detlev
2009-01-13T07:09:00.000+01:00,Chicago,Cinema,John
2009-01-03T11:03:00.000+01:00,Sammamish,Cinema,paula
2009-01-25T14:40:00.000+01:00,Statesville,Cinema,Maureen
2009-01-25T17:55:00.000+01:00,Kapaa,Sports,David
2009-01-23T05:11:00.000+01:00,Blackrock,Cinema,Alexia
2009-01-10T09:32:00.000+01:00,Hilton Head,Cinema,Cheryl
2009-01-22T12:45:00.000+01:00,Valley Center,Cinema,Frank and Christelle
2009-01-25T10:50:00.000+01:00,San Antonio,Cinema,Phillip
2009-01-14T08:38:00.000+01:00,Bristol,Sports,jingyan
2009-01-03T21:19:00.000+01:00,Pls Vrds Est,Cinema,Doug and Tina
2009-01-02T04:34:00.000+01:00,Saint Albans,Cinema,gladys
2009-01-22T11:10:00.000+01:00,Voluntari,Cinema,Gustavo
2009-01-27T02:57:00.000+01:00,Cobham,Cinema,Rosemary
2009-01-07T13:19:00.000+01:00,Izmir,Sports,Darian
2009-01-28T22:02:00.000+01:00,Hawera,Cinema,Hale
2009-01-24T12:00:00.000+01:00,El Escorial,Cinema,T
2009-01-28T11:19:00.000+01:00,Morrison,Cinema,christal
2009-01-07T19:48:00.000+01:00,Sydney,Cinema,TRICIA
2009-01-26T11:19:00.000+01:00,Lahti,Sports,smith
2009-01-20T10:42:00.000+01:00,Huddersfield,Cinema,esther
2009-01-01T04:24:00.000+01:00,Skaneateles,Cinema,Pamela
2009-01-08T11:55:00.000+01:00,Haverhill,Cinema,julie
